iteration_num,expe_num,validation_result,clock_freq,current_sample,current_timestamp,timing_sample
0,0,,,14.9261474609375,58.145,
0,0,,,4.742431640625,58.172,
0,0,,,4.742431640625,58.199,
0,0,,,0.20599365234375,58.226,
0,0,,,0.20599365234375,58.254,
0,0,,,0.2292633056640625,58.281,
0,0,,,0.2292633056640625,58.308,
0,0,,,0.2292633056640625,58.336,
0,0,,,0.2292633056640625,58.363,
0,0,,,0.18768310546875,58.39,
0,0,,,0.18768310546875,58.418,
0,0,,,0.238800048828125,58.445,
0,0,,,0.15792846679687503,58.473,
0,0,,,0.15792846679687503,58.5,
0,0,,,0.1850128173828125,58.528,
0,0,,,0.1850128173828125,58.555,
0,0,,,0.22125244140625,58.583,
0,0,,,0.22125244140625,58.61,
0,0,,,0.1644134521484375,58.638,
0,0,,,0.1644134521484375,58.665,
0,0,,,0.2269744873046875,58.693,
0,0,,,0.2269744873046875,58.721,
0,0,,,0.266265869140625,58.748,
0,0,,,0.25177001953125,58.776,
0,0,,,0.25177001953125,58.803,
0,0,,,0.24566650390625003,58.831,
0,0,,,0.24566650390625003,58.858,
0,0,,,0.2834320068359375,58.886,
0,0,,,0.2834320068359375,58.913,
0,0,,,0.2079010009765625,58.941,
0,0,,,0.2079010009765625,58.969,
0,0,,,0.20599365234375,58.996,
0,0,,,0.20599365234375,59.024,
0,0,,,0.2651214599609375,59.052,
0,0,,,0.20561218261718753,59.079,
0,0,,,0.20561218261718753,59.107,
0,0,,,0.1186370849609375,59.135,
0,0,,,0.1186370849609375,59.162,
0,0,,,0.2391815185546875,59.19,
0,0,,,0.2391815185546875,59.218,
0,0,,,0.251007080078125,59.245,
0,0,,,0.251007080078125,59.273,
0,0,,,0.2231597900390625,59.301,
0,0,,,0.244140625,59.328,
0,0,,,0.244140625,59.356,
0,0,,,0.21324157714843753,59.384,
0,0,,,0.21324157714843753,59.411,
0,0,,,0.27618408203125,59.439,
0,0,,,0.27618408203125,59.467,
0,0,,,0.286865234375,59.495,
0,0,,,0.286865234375,59.522,
0,0,,,0.2471923828125,59.55,
0,0,,,0.2471923828125,59.578,
0,0,,,0.20599365234375,59.606,
0,0,,,0.2628326416015625,59.634,
0,0,,,0.2628326416015625,59.662,
0,0,,,0.27694702148437506,59.689,
0,0,,,0.27694702148437506,59.717,
0,0,,,0.20904541015625003,59.745,
0,0,,,0.20904541015625003,59.773,
0,0,,,0.2582550048828125,59.801,
0,0,,,0.2582550048828125,59.829,
0,0,,,0.283050537109375,59.857,
0,0,,,0.23231506347656253,59.885,
0,0,,,0.23231506347656253,59.913,
0,0,,,0.19989013671875003,59.941,
0,0,,,0.19989013671875003,59.969,
0,0,,,0.21324157714843753,59.997,
0,0,,,0.21324157714843753,60.025,
0,0,,,0.20904541015625003,60.053,
0,0,,,0.20904541015625003,60.081,
0,0,,,0.24147033691406253,60.109,
0,0,,,0.18768310546875,60.137,
0,0,,,0.18768310546875,60.165,
0,0,,,0.223541259765625,60.194,
0,0,,,0.223541259765625,60.222,
0,0,,,0.2716064453125,60.25,
0,0,,,0.2716064453125,60.278,
0,0,,,0.308990478515625,60.306,
0,0,,,0.308990478515625,60.334,
0,0,,,0.2834320068359375,60.362,
0,0,,,0.18310546875,60.39,
0,0,,,0.18310546875,60.418,
0,0,,,0.2780914306640625,60.446,
0,0,,,0.2780914306640625,60.475,
0,0,,,0.2117156982421875,60.503,
0,0,,,0.2117156982421875,60.531,
0,0,,,0.19073486328125,60.559,
0,0,,,0.19073486328125,60.587,
0,0,,,0.209808349609375,60.616,
0,0,,,0.16021728515625,60.644,
0,0,,,0.16021728515625,60.672,
0,0,,,0.2101898193359375,60.7,
0,0,,,0.2101898193359375,60.728,
0,0,,,0.2269744873046875,60.757,
0,0,,,0.2269744873046875,60.785,
0,0,,,0.2368927001953125,60.813,
0,0,,,0.2368927001953125,60.841,
0,0,,,0.255584716796875,60.87,
0,0,,,0.2605438232421875,60.898,
0,0,,,0.2605438232421875,60.926,
0,0,,,0.21896362304687503,60.955,
0,0,,,0.21896362304687503,60.983,
0,0,,,0.193023681640625,61.011,
0,0,,,0.193023681640625,61.039,
0,0,,,0.193023681640625,61.068,
0,0,,,0.193023681640625,61.096,
0,0,,,0.270843505859375,61.124,
0,0,,,0.275421142578125,61.153,
0,0,,,0.275421142578125,61.181,
0,0,,,0.23651123046875,61.21,
0,0,,,0.23651123046875,61.239,
0,0,,,0.2277374267578125,61.267,
0,0,,,0.2277374267578125,61.295,
0,0,,,0.23994445800781253,61.324,
0,0,,,0.2101898193359375,61.352,
0,0,,,0.2101898193359375,61.38,
0,0,,,0.225067138671875,61.409,
0,0,,,0.225067138671875,61.437,
0,0,,,0.27618408203125,61.466,
0,0,,,0.27618408203125,61.494,
0,0,,,0.22087097167968753,61.522,
0,0,,,0.237274169921875,61.551,
0,0,,,0.237274169921875,61.579,
0,0,,,0.23384094238281253,61.608,
0,0,,,0.23384094238281253,61.636,
0,0,,,0.2086639404296875,61.664,
0,0,,,0.2086639404296875,61.693,
0,0,,,0.18768310546875,61.721,
0,0,,,0.18768310546875,61.75,
0,0,,,0.1857757568359375,61.778,
0,0,,,0.1781463623046875,61.806,
0,0,,,0.1781463623046875,61.835,
0,0,,,0.2704620361328125,61.863,
0,0,,,0.2704620361328125,61.892,
0,0,,,0.22850036621093753,61.92,
0,0,,,0.22850036621093753,61.948,
0,0,,,0.18157958984375,61.977,
0,0,,,0.18310546875,62.005,
0,0,,,0.18310546875,62.034,
0,0,,,0.2613067626953125,62.062,
0,0,,,0.2613067626953125,62.091,
0,0,,,0.2552032470703125,62.119,
0,0,,,0.2552032470703125,62.148,
0,0,,,0.18157958984375,62.176,
0,0,,,0.18157958984375,62.205,
0,0,,,0.2552032470703125,62.233,
0,0,,,0.23231506347656253,62.262,
0,0,,,0.23231506347656253,62.29,
0,0,,,0.24337768554687503,62.32,
0,0,,,0.24337768554687503,62.348,
0,0,,,0.23384094238281253,62.377,
0,0,,,0.23384094238281253,62.405,
0,0,,,0.1987457275390625,62.434,
0,0,,,0.20332336425781253,62.463,
0,0,,,0.20332336425781253,62.491,
0,0,,,0.237274169921875,62.52,
0,0,,,0.237274169921875,62.548,
0,0,,,0.14228820800781253,62.577,
0,0,,,0.14228820800781253,62.606,
0,0,,,0.19226074218750003,62.634,
0,0,,,0.26702880859375,62.663,
0,0,,,0.26702880859375,62.691,
0,0,,,0.23612976074218753,62.72,
0,0,,,0.23612976074218753,62.749,
0,0,,,0.2197265625,62.777,
0,0,,,0.2197265625,62.806,
0,0,,,0.2422332763671875,62.835,
0,0,,,0.2422332763671875,62.864,
0,0,,,0.25596618652343756,62.892,
0,0,,,0.214385986328125,62.921,
0,0,,,0.214385986328125,62.95,
0,0,,,0.244903564453125,62.979,
0,0,,,0.244903564453125,63.007,
0,0,,,0.2552032470703125,63.036,
0,0,,,0.2552032470703125,63.065,
0,0,,,0.20751953125000003,63.094,
0,0,,,0.24261474609375,63.123,
0,0,,,0.24261474609375,63.151,
0,0,,,0.2254486083984375,63.18,
0,0,,,0.2254486083984375,63.209,
0,0,,,0.260162353515625,63.238,
0,0,,,0.260162353515625,63.267,
0,0,,,0.2101898193359375,63.296,
0,0,,,0.2346038818359375,63.325,
0,0,,,0.2346038818359375,63.354,
0,0,,,0.1758575439453125,63.382,
0,0,,,0.1758575439453125,63.411,
